Time(mS),ppg,LPF1,LPF2,LPF3,LPF4
58760,2.566,17408,12459,19654,11848
58780,2.657,17404,12457,19654,11847
58800,2.951,17400,12455,19655,11846
58820,3.418,17396,12453,19654,11846
58840,3.826,17392,12451,19654,11845
58860,3.943,17388,12449,19653,11845
58880,3.852,17384,12447,19652,11844
58900,3.627,17380,12444,19651,11844
58920,3.364,17375,12442,19650,11844
58940,3.119,17371,12439,19648,11844
58960,2.975,17366,12437,19647,11844
58980,2.866,17362,12435,19645,11844
59000,2.762,17358,12432,19644,11845
59020,2.699,17354,12430,19643,11845
59040,2.598,17350,12428,19642,11845
59060,2.61,17347,12425,19641,11845
59080,2.639,17343,12423,19641,11844
59100,2.686,17340,12421,19640,11844
59120,2.779,17336,12419,19640,11843
59140,2.815,17333,12417,19640,11842
59160,2.84,17329,12415,19641,11840
59180,2.804,17326,12412,19641,11839
59200,2.768,17323,12410,19642,11837
59220,2.705,17319,12408,19643,11836
59240,2.65,17316,12406,19644,11835
59260,2.558,17313,12404,19645,11834
59280,2.573,17309,12402,19646,11833
59300,2.559,17306,12400,19647,11832
59320,2.531,17303,12398,19648,11831
59340,2.542,17299,12397,19650,11831
59360,2.545,17296,12395,19651,11831
59380,2.584,17293,12393,19652,11831
59400,2.587,17290,12391,19654,11830
59420,2.607,17287,12389,19655,11830
59440,2.622,17284,12387,19656,11830
59460,2.577,17281,12386,19658,11830
59480,2.619,17279,12384,19658,11830
59500,2.8,17276,12382,19659,11830
59520,3.274,17273,12380,19659,11829
59540,3.774,17271,12378,19659,11829
59560,3.992,17269,12376,19659,11829
59580,3.991,17266,12375,19658,11828
59600,3.837,17264,12374,19657,11828
59620,3.611,17262,12372,19656,11828
59640,3.344,17259,12371,19655,11828
59660,3.172,17257,12370,19654,11828
59680,3.035,17255,12370,19653,11829
59700,2.943,17253,12369,19652,11829
59720,2.867,17251,12369,19652,11830
59740,2.789,17250,12369,19651,11831
59760,2.7,17248,12369,19651,11831
59780,2.675,17247,12369,19652,11832
59800,2.656,17246,12369,19653,11832
59820,2.713,17245,12369,19654,11833
59840,2.759,17244,12369,19655,11833
59860,2.79,17243,12369,19656,11833
59880,2.797,17242,12370,19658,11834
59900,2.81,17242,12370,19660,11833
59920,2.752,17241,12370,19661,11833
59940,2.707,17240,12369,19663,11833
59960,2.645,17239,12369,19665,11833
59980,2.614,17239,12369,19667,11833
60000,2.596,17238,12369,19668,11833
